name,menus
한식,간장게장,갈비,갈비찜,갈비탕,감자전,국밥,김밥,김치찌개,냉면,닭갈비,닭볶음탕,돼지갈비,된장찌개,떡볶이,라면,모듬전,볶음밥,부대찌개,불고기,불고기전골,불백,비빔밥,삼겹살,설렁탕,순두부찌개,알밥,양념게장,잡채,죽,콩국수,해물파전,호떡
중식,간짜장,고추잡채,깐풍기,딤섬,마라룽샤,마라샹궈,마라탕,마파두부,멘보샤,양꼬치,양장피,어향가지덮밥,완탕,우육면,울면,유린기,유산슬,잡채밥,잡탕밥,중국냉면,지삼선,짜장면,짬뽕,차우면,칠리새우,탄탄면,탕수육,토마토달걀덮밥,훠궈
일식,가라아게,가츠동,가츠샌드위치,규동,규카츠,덮밥,돈까스,라멘,멘치카츠,모찌,모츠나베,미소시루,사케동,샤브샤브,소바,스시롤,스키야끼,야끼소바,야키니쿠,야키토리,오뎅,오므라이스,오코노미야키,와규,우동,유부우동,장어덮밥,초밥,카이센동,타코야끼,텐동,함박스테이크,회,후토마키
양식,감바스,뇨끼,라자냐,랍스터,리조또,버팔로윙,샌드위치,샐러드,스테이크,연어스테이크,치킨,파스타,포케,폭립,피시앤칩스,피자,필라프,함박스테이크,핫도그,햄버거
기타,난,버터치킨,부리또,분짜,쌀국수,카레,카오팟,케밥,타코,팟타이
밥,가츠동,국밥,규동,김밥,덮밥,리조또,볶음밥,불백,비빔밥,사케동,스시롤,알밥,어향가지덮밥,오므라이스,잡채밥,잡탕밥,장어덮밥,죽,초밥,카레,카오팟,카이센동,텐동,토마토달걀덮밥,필라프,후토마키
빵,가츠샌드위치,난,샌드위치,피자
면,간짜장,냉면,라면,라멘,분짜,소바,쌀국수,야끼소바,우동,우육면,울면,유부우동,잡채,중국냉면,짜장면,짬뽕,차우면,콩국수,탄탄면,파스타,팟타이
고기,가라아게,가츠동,가츠샌드위치,갈비,갈비찜,갈비탕,고추잡채,규동,규카츠,깐풍기,닭갈비,닭볶음탕,돈까스,돼지갈비,라자냐,멘치카츠,모츠나베,버터치킨,버팔로윙,불고기,불고기전골,불백,삼겹살,샤브샤브,스키야끼,스테이크,야키니쿠,야키토리,양꼬치,와규,유린기,치킨,케밥,탕수육,폭립,함박스테이크,핫도그,햄버거
해산물,간장게장,감바스,랍스터,마라룽샤,멘보샤,사케동,스시롤,양념게장,연어스테이크,장어덮밥,칠리새우,카이센동,피시앤칩스,해물파전,회,후토마키
튀김,가라아게,가츠샌드위치,규카츠,깐풍기,돈까스,멘보샤,멘치카츠,모듬전,버팔로윙,유린기,지삼선,치킨,칠리새우,탕수육,텐동,피시앤칩스
국물요리,갈비탕,국밥,김치찌개,된장찌개,마라탕,모츠나베,미소시루,부대찌개,불고기전골,샤브샤브,설렁탕,순두부찌개,스키야끼,쌀국수,완탕,우동,우육면,울면,유부우동,중국냉면,콩국수,훠궈
매운맛,김치찌개,닭갈비,닭볶음탕,떡볶이,라면,마라룽샤,마라샹궈,마라탕,마파두부,부대찌개,순두부찌개,짬뽕,훠궈
간식,가츠샌드위치,모찌,부리또,샌드위치,오뎅,타코야끼,핫도그,호떡
다이어트,샐러드,포케
